,title,ingredients,directions,link,source,NER
364785,Banana-Nut Cake Royale,"[""1 c. shortening"", ""2 c. sugar"", ""2 eggs"", ""1 c. mashed bananas"", ""2 c. cake flour"", ""1/2 tsp. salt"", ""1 tsp. soda"", ""1 tsp. baking powder"", ""1/2 c. buttermilk"", ""2 tsp. vanilla"", ""1 c. nuts"", ""1 c. flaked coconut"", ""2 Tbsp. flour"", ""1/2 c. cream"", ""2 Tbsp. butter"", ""1 egg white"", ""1/2 tsp. coconut flavoring"", ""2 c. sifted confectioners sugar""]","[""Cream 3/4 cup shortening with 1 1/2 cups sugar until fluffy. Add eggs, one at a time, beating well after each addition."", ""Add bananas; beat for 2 minutes."", ""Sift dry ingredients together; add alternately with buttermilk to banana mixture."", ""Stir in 1 teaspoon vanilla; beat for 2 minutes longer."", ""Stir in 1/2 cup nuts."", ""Pour into 2 greased layer cake pans; sprinkle half the coconut over each layer."", ""Bake in preheated 350\u00b0 oven for 30 minutes or until cake tests done."", ""Remove from pans; cool, coconut side up, on wire racks.""]",www.cookbooks.com/Recipe-Details.aspx?id=948473,Gathered,"[""shortening"", ""sugar"", ""eggs"", ""bananas"", ""cake flour"", ""salt"", ""soda"", ""baking powder"", ""buttermilk"", ""vanilla"", ""nuts"", ""flaked coconut"", ""flour"", ""cream"", ""butter"", ""egg"", ""coconut flavoring"", ""confectioners sugar""]"
365448,Mother'S Buttermilk Pound Cake,"[""1 c. butter"", ""2 c. sugar"", ""4 eggs"", ""3 c. plain flour"", ""1/2 tsp. soda"", ""1/2 tsp. baking powder"", ""3/4 tsp. salt"", ""1 c. buttermilk"", ""1 tsp. vanilla"", ""1 tsp. lemon juice""]","[""Cream the first 2 ingredients; add 4 eggs, one at a time. Mix dry ingredients together and add to other mixture, alternating the dry ingredients and buttermilk. Add vanilla and lemon juice. Mix well. Pour into a well-greased tube pan. Bake at 350\u00b0 for 1 hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=104320,Gathered,"[""butter"", ""sugar"", ""eggs"", ""flour"", ""soda"", ""baking powder"", ""salt"", ""buttermilk"", ""vanilla"", ""lemon juice""]"
366413,Texas Sheet Cake,"[""2 c. flour"", ""2 c. sugar"", ""1/2 c. Crisco"", ""1 stick butter"", ""4 Tbsp. cocoa"", ""1 c. water"", ""3 eggs, beaten"", ""1/2 c. buttermilk"", ""1 tsp. salt"", ""1 tsp. soda"", ""1 tsp. vanilla""]","[""Mix flour and sugar together."", ""Bring Crisco, butter, cocoa and water to a boil."", ""Cool and add to the flour and sugar."", ""Mix well for 2 minutes."", ""Add eggs, buttermilk, salt, soda and vanilla. Beat well."", ""Pour into a greased 9 x 13-inch pan."", ""Bake in a 350\u00b0 oven for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=730008,Gathered,"[""flour"", ""sugar"", ""Crisco"", ""butter"", ""cocoa"", ""water"", ""eggs"", ""buttermilk"", ""salt"", ""soda"", ""vanilla""]"
367744,Red Velvet Cake,"[""1 stick butter"", ""1 3/4 c. wesson oil"", ""2 1/2 c. all-purpose flour"", ""1 1/2 c. sugar"", ""1/4 teaspoon salt"", ""1 teaspoon soda"", ""1 c. buttermilk"", ""2 eggs"", ""2 teaspoon cocoa"", ""1 teaspoon vanilla"", ""1 or 2 oz. red food coloring""]","[""Cream butter and oil."", ""Add eggs and beat well.\tAdd flour and buttermilk alternating."", ""Add cocoa, coloring, salt, soda and vanilla."", ""Mix together and pour into three 9-inch round cake pans. Bake 325 for 30 minutes."", ""Depending on stove temperature."", ""Let cool."", ""Ice with cream cheese icing.""]",www.cookbooks.com/Recipe-Details.aspx?id=105639,Gathered,"[""butter"", ""wesson oil"", ""flour"", ""sugar"", ""salt"", ""soda"", ""buttermilk"", ""eggs"", ""cocoa"", ""vanilla"", ""red food coloring""]"
368017,Chocolate Cookie Sheet Cake,"[""2 c. flour"", ""2 c. sugar"", ""1 tsp. soda"", ""1/8 tsp. salt"", ""1/2 c. buttermilk"", ""1/2 c. butter"", ""1/2 c. cooking oil"", ""2 eggs"", ""1/4 c. cocoa"", ""1 c. water"", ""1 tsp. vanilla""]","[""Mix sugar, flour and salt."", ""In saucepan, mix butter, oil, cocoa and water."", ""Bring to a boil and add to dry. Beat well. Dissolve soda in buttermilk (it will turn frothy)."", ""Add to mix with eggs and vanilla. Beat well. Pour in a 10 x 15-inch pan. Bake at 400\u00b0 (or 350\u00b0) for 20 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=835284,Gathered,"[""flour"", ""sugar"", ""soda"", ""salt"", ""buttermilk"", ""butter"", ""cooking oil"", ""eggs"", ""cocoa"", ""water"", ""vanilla""]"
369676,Old Fashioned Tea Cakes,"[""2 c. plain flour"", ""2 tsp. baking powder"", ""1/4 tsp. soda"", ""1/2 tsp. salt"", ""1 c. shortening"", ""1 egg"", ""1/3 c. buttermilk"", ""1 c. sugar"", ""1 tsp. vanilla""]","[""Work all together well."", ""Roll out on floured board."", ""Cut out with biscuit cutter."", ""Bake in oven at 375\u00b0 to 400\u00b0 until light brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=377634,Gathered,"[""flour"", ""baking powder"", ""soda"", ""salt"", ""shortening"", ""egg"", ""buttermilk"", ""sugar"", ""vanilla""]"
370564,Cinnamon Coffee Cake,"[""2 1/2 c. flour"", ""3/4 c. brown sugar"", ""1 tsp. salt"", ""1 c. buttermilk"", ""1 egg"", ""confectioners sugar (1 c.)"", ""1 tsp. vanilla"", ""1/2 c. sugar"", ""1 tsp. cinnamon"", ""3/4 c. oil"", ""1 tsp. soda"", ""1/2 tsp. vanilla"", ""1 tsp. cinnamon""]","[""Mix all together flour, sugar, brown sugar, cinnamon, salt and oil; set aside 1/2 cup mixture and add to it 1 teaspoon cinnamon. To the larger mixture, add buttermilk, soda, egg and vanilla. Pour into 9 x 13 pan. Sprinkle on topping. Bake at 350\u00b0 for 30 to 40 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=45600,Gathered,"[""flour"", ""brown sugar"", ""salt"", ""buttermilk"", ""egg"", ""confectioners sugar"", ""vanilla"", ""sugar"", ""cinnamon"", ""oil"", ""soda"", ""vanilla"", ""cinnamon""]"
373046,Nutmeg Feather Cake,"[""1/4 c. butter or margarine"", ""1 tsp. baking powder"", ""3 eggs, beaten"", ""1 1/2 c. sugar"", ""2 tsp. nutmeg"", ""1/4 tsp. salt"", ""2 c. flour"", ""1/2 tsp. vanilla"", ""1 c. buttermilk"", ""1 tsp. soda"", ""1/2 c. Crisco""]","[""Mix butter, Crisco, sugar and eggs."", ""Stir together flour, baking powder, salt, soda, nutmeg and 1 cup buttermilk with this mixture."", ""Add vanilla."", ""Bake at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=530975,Gathered,"[""butter"", ""baking powder"", ""eggs"", ""sugar"", ""nutmeg"", ""salt"", ""flour"", ""vanilla"", ""buttermilk"", ""soda"", ""Crisco""]"
373890,Banana Cake,"[""2 c. sifted cake flour"", ""1 tsp. baking powder"", ""1 tsp. soda"", ""1/2 tsp. salt"", ""1/2 c. butter"", ""1 1/2 c. sugar"", ""1 whole egg plus 1 yolk"", ""1 c. mashed bananas"", ""3/4 c. buttermilk"", ""1 tsp. vanilla""]","[""Sift dry ingredients, three times. Cream butter; add sugar gradually until light and fluffy. Add eggs and beat well. Add bananas and beat again. Add flour to creamed mixture, alternating with milk, beating after each addition until smooth. Add vanilla. Bake in 2 layer pans at 375 degrees for 25 minutes. Cool completely.""]",www.cookbooks.com/Recipe-Details.aspx?id=30158,Gathered,"[""cake flour"", ""baking powder"", ""soda"", ""salt"", ""butter"", ""sugar"", ""egg"", ""bananas"", ""buttermilk"", ""vanilla""]"
376697,Buttermilk Brownies,"[""1 c. butter or margarine"", ""1/3 c. cocoa (regular type, dry)"", ""2 c. sifted all-purpose flour"", ""2 c. sugar"", ""1 tsp. soda"", ""1/2 tsp. salt"", ""2 slightly beaten eggs"", ""1/2 c. buttermilk"", ""1 1/2 tsp. vanilla"", ""Frosting""]","[""In saucepan, combine butter, cocoa and 1 cup water."", ""Bring to boil; stir constantly."", ""Remove from heat."", ""In large bowl, sift together flour, sugar, soda and salt; stir in eggs, buttermilk and vanilla."", ""Add cocoa mixture; mix until blended."", ""Pour into greased 15 1/2 x 10 1/2 x 1-inch baking pan."", ""Bake at 375\u00b0 for 20 minutes."", ""Immediately pour Frosting over brownies; spread evenly. Cool; cut into bars."", ""Makes 60.""]",www.cookbooks.com/Recipe-Details.aspx?id=919086,Gathered,"[""butter"", ""cocoa"", ""flour"", ""sugar"", ""soda"", ""salt"", ""eggs"", ""buttermilk"", ""vanilla"", ""Frosting""]"
376989,Sour Milk Cake,"[""1 c. sugar"", ""1/2 c. butter"", ""1 egg"", ""1 c. buttermilk"", ""1 tsp. baking soda"", ""2 c. flour"", ""1 tsp. salt"", ""1/2 tsp. nutmeg"", ""1 tsp. baking powder"", ""1 tsp. vanilla""]","[""Cream shortening and sugar."", ""Add egg, beating well."", ""Sift dry ingredients together."", ""Add alternately with buttermilk and vanilla."", ""Bake in 350\u00b0 oven for 45 minutes."", ""Use 10-inch tube pan for best results."", ""No icing."", ""Good served warm with coffee.""]",www.cookbooks.com/Recipe-Details.aspx?id=389088,Gathered,"[""sugar"", ""butter"", ""egg"", ""buttermilk"", ""baking soda"", ""flour"", ""salt"", ""nutmeg"", ""baking powder"", ""vanilla""]"
377151,Banana Jumbos,"[""1/2 c. shortening"", ""1/2 c. soft butter"", ""1 c. sugar"", ""2 eggs"", ""1 c. mashed ripe bananas"", ""1/2 c. buttermilk"", ""1 tsp. vanilla"", ""3 c. flour"", ""1 1/2 tsp. soda"", ""1/2 tsp. salt"", ""1 c. chopped nuts""]","[""Bake at 375\u00b0 for about 10 minutes."", ""Mix shortening, sugar and butter."", ""Add eggs, buttermilk, bananas and vanilla."", ""Sift dry ingredients and stir into batter, then add nuts."", ""Chill."", ""Drop by spoonfuls on well-greased cookie sheets.""]",www.cookbooks.com/Recipe-Details.aspx?id=372997,Gathered,"[""shortening"", ""butter"", ""sugar"", ""eggs"", ""mashed ripe bananas"", ""buttermilk"", ""vanilla"", ""flour"", ""soda"", ""salt"", ""nuts""]"
377508,Buttermilk Cinnamon Bars,"[""2 c. flour"", ""1 1/4 c. sugar"", ""3/4 c. packed brown sugar"", ""1/2 c. butter or margarine"", ""1/2 c. chopped walnuts"", ""1/2 c. flaked coconut"", ""1 egg"", ""1 tsp. baking soda"", ""3/4 tsp. salt"", ""1 tsp. ground cinnamon"", ""1 c. buttermilk"", ""1 tsp. vanilla"", ""confectioners sugar icing""]","[""Combine flour and sugars."", ""Cut in butter."", ""Combine 2 cups of crumb mixture with walnuts and coconut."", ""Press nut mixture in greased 13 x 9-inch pan."", ""Combine egg, baking soda, salt, cinnamon, buttermilk and vanilla in another bowl."", ""Beat until smooth, using an electric mixer."", ""Stir egg mixture into remaining crumb mixture, mixing just until moistened."", ""Spread over crumb-nut layer."", ""Bake in 350\u00b0 oven for 35 minutes or until golden."", ""Cool 10 minutes."", ""Frost with icing."", ""Cut into bars."", ""Makes 32 bars.""]",www.cookbooks.com/Recipe-Details.aspx?id=572414,Gathered,"[""flour"", ""sugar"", ""brown sugar"", ""butter"", ""walnuts"", ""flaked coconut"", ""egg"", ""baking soda"", ""salt"", ""ground cinnamon"", ""buttermilk"", ""vanilla"", ""confectioners sugar""]"
377563,Neva'S Old Fashioned Teacakes,"[""1/2 c. butter, softened"", ""1 c. sugar"", ""1 egg"", ""1/2 tsp. vanilla"", ""2 1/4 to 2 1/2 c. all-purpose flour"", ""1/2 tsp. baking soda"", ""1/4 c. buttermilk"", ""pinch of salt""]","[""Cream butter. Gradually add sugar, beating well with mixer. Add egg and vanilla. Beat well. Combine flour, soda and pinch of salt. Add to creamed mixture alternately with buttermilk. Mix well. Add remaining 1/4 cup flour"", ""if dough seems sticky. Cover and chill 8 hours (or less). Roll dough to 1/4-inch thickness on lightly floured surface. Cut with 3-inch round cutter. Place on lightly greased cookie sheet. Bake at 375\u00b0 for 8 to 10 minutes. Makes about 2 dozen.""]",www.cookbooks.com/Recipe-Details.aspx?id=74682,Gathered,"[""butter"", ""sugar"", ""egg"", ""vanilla"", ""flour"", ""baking soda"", ""buttermilk"", ""salt""]"
380274,Grandma'S Tea Cakes(Recipe Is Over 200 Years Old)  ,"[""1 c. butter"", ""2 c. sugar"", ""1/4 tsp. soda"", ""3 Tbsp. buttermilk"", ""3 eggs"", ""pinch of salt"", ""1 tsp. vanilla"", ""7 c. flour""]","[""Cream butter and sugar."", ""Add eggs and other ingredients."", ""Pour mixture into 7 cups unsifted flour and work into a stiff dough. Roll thin and cut with a round cookie cutter."", ""Bake in hot oven at 400\u00b0 about 8 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=1032396,Gathered,"[""butter"", ""sugar"", ""soda"", ""buttermilk"", ""eggs"", ""salt"", ""vanilla"", ""flour""]"
380341,Dollie'S Indian Tea Cakes,"[""3 c. flour"", ""1 tsp. baking powder"", ""1/2 tsp. salt"", ""1 tsp. soda"", ""1 c. sugar"", ""3/4 c. butter"", ""1/2 c. buttermilk"", ""1 egg"", ""1 tsp. vanilla""]","[""Sift flour, baking powder, soda, salt and sugar together in a mixing bowl."", ""Next cut in butter, then add buttermilk, egg and vanilla."", ""Roll thin, cut in desired shape and bake on a greased cookie sheet in a hot oven."", ""Watch closely to avoid overcooking.""]",www.cookbooks.com/Recipe-Details.aspx?id=318794,Gathered,"[""flour"", ""baking powder"", ""salt"", ""soda"", ""sugar"", ""butter"", ""buttermilk"", ""egg"", ""vanilla""]"
382333,German Sweet Chocolate Cake With Coconut-Pecan Frosting,"[""1 pkg. Baker's German's sweet chocolate"", ""1/2 c. water (boiling)"", ""1 c. butter, margarine or shortening"", ""2 c. sugar"", ""4 egg yolks, unbeaten"", ""1/2 tsp. salt"", ""1 tsp. vanilla"", ""1 tsp. soda"", ""1 c. buttermilk"", ""2 1/2 c. sifted flour"", ""4 egg whites, stiffly beaten""]","[""Melt chocolate in boiling water."", ""Cool. Cream the butter and sugar until light and fluffy. Add egg yolks, one at a time."", ""Beat after each addition. Add chocolate and vanilla.""]",www.cookbooks.com/Recipe-Details.aspx?id=184245,Gathered,"[""chocolate"", ""water"", ""butter"", ""sugar"", ""egg yolks"", ""salt"", ""vanilla"", ""soda"", ""buttermilk"", ""flour"", ""egg whites""]"
382367,Chocolate Fudge Cake,"[""2 c. sugar"", ""2 c. plain flour"", ""1/4 tsp. salt"", ""2 sticks butter"", ""4 Tbsp. cocoa"", ""1 c. water"", ""1/2 c. buttermilk"", ""1 tsp. soda (put in buttermilk)"", ""2 eggs"", ""1 tsp. vanilla""]","[""Sift together sugar, salt and flour."", ""Set aside."", ""Put in saucepan:"", ""butter, cocoa and water."", ""Bring to a boil and pour over first mixture, stirring well."", ""Add buttermilk, soda, eggs and vanilla."", ""Pour into large greased pan."", ""Bake at 400\u00b0 for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=801814,Gathered,"[""sugar"", ""flour"", ""salt"", ""butter"", ""cocoa"", ""water"", ""buttermilk"", ""soda"", ""eggs"", ""vanilla""]"
382900,German Chocolate Cake,"[""1 c. Crisco"", ""2 c. sugar"", ""4 eggs"", ""2 tsp. vanilla"", ""2 tsp. butter or margarine"", ""1 c. buttermilk"", ""1 pkg. German sweet chocolate"", ""3 c. plain flour"", ""1/2 tsp. soda"", ""1 tsp. salt""]","[""Cream together Crisco and sugar."", ""Add eggs, vanilla, butter and buttermilk."", ""Mix well and add chocolate that has been melted over hot water."", ""Blend well."", ""Combine flour, soda and salt; stir into other mixture."", ""Bake in prepared 9-inch tube pan 1 1/2 hours at 300\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=890600,Gathered,"[""Crisco"", ""sugar"", ""eggs"", ""vanilla"", ""butter"", ""buttermilk"", ""sweet chocolate"", ""flour"", ""soda"", ""salt""]"
383380,Banana Fruit Cake,"[""1/2 lb. pitted dates, chopped"", ""2 c. candied cherries"", ""1 lb. chopped pecans"", ""1 lb. candied pineapple"", ""1 c. golden raisins"", ""1 lb. chopped mixed fruit"", ""1 1/2 sticks butter"", ""2 c. sugar"", ""4 eggs"", ""3 c. flour"", ""3/4 tsp. soda"", ""1/2 tsp. salt"", ""1 tsp. vanilla"", ""1 tsp. nutmeg"", ""4 large full ripe bananas"", ""1/2 c. buttermilk""]","[""Prepare 2 tube pans with Pam or Crisco and flour."", ""Chop fruit, leaving cherries and raisins whole."", ""Put fruit in dish pan."", ""Sift soda, salt, nutmeg and flour together."", ""Cream butter, add sugar and eggs (one at a time) and beat well."", ""Add vanilla."", ""Now add flour and beat until smooth."", ""Peel bananas and crush fine."", ""Pour into batter and beat well."", ""Turn batter over fruit with wooden spoon. Blend well."", ""Add buttermilk."", ""Put batter in tube pans."", ""Place in jelly roll pan with water."", ""Bake at 300\u00b0 for 2 hours."", ""Keep water in pan until done.""]",www.cookbooks.com/Recipe-Details.aspx?id=466681,Gathered,"[""dates"", ""candied cherries"", ""pecans"", ""candied pineapple"", ""golden raisins"", ""mixed fruit"", ""butter"", ""sugar"", ""eggs"", ""flour"", ""soda"", ""salt"", ""vanilla"", ""nutmeg"", ""full ripe bananas"", ""buttermilk""]"
384014,Swirl Coffee Cake(Serves 20.  Yummy!!!)  ,"[""1 1/2 c. sugar"", ""1/2 c. butter"", ""1/2 c. shortening"", ""1 tsp vanilla"", ""1 tsp almond extract"", ""3 c. flour"", ""1 1/2 tsp baking powder"", ""1 (21 oz) can cherry, blueberry etc pie filling"", ""4 eggs"", ""2 c. flour"", ""1/2 c. sugar"", ""1 c. brown sugar"", ""1/2 c. butter"", ""1 c. buttermilk"", ""1 tsp soda (stir into milk)"", ""1 beaten egg"", ""1 tsp vanilla"", ""1/4 tsp salt""]","[""Spread in greased 9 x 13 pan."", ""Put crumb mixture on top and bake at 350\u00b0 for 25 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=41775,Gathered,"[""sugar"", ""butter"", ""shortening"", ""vanilla"", ""almond"", ""flour"", ""baking powder"", ""cherry"", ""eggs"", ""flour"", ""sugar"", ""brown sugar"", ""butter"", ""buttermilk"", ""soda"", ""egg"", ""vanilla"", ""salt""]"
384711,Oatmeal Muffins,"[""1 c. quick cooking oats, uncooked"", ""1 c. buttermilk or milk and 2 Tbsp. vinegar"", ""1 c. firmly packed light brown sugar"", ""1 egg, slightly beaten"", ""1 3/4 flour"", ""1 tsp. baking powder"", ""1 tsp. baking soda"", ""1 tsp. salt"", ""1/2 tsp. cinnamon"", ""1/4 tsp. cloves"", ""1/4 tsp. mace"", ""1/2 c. vegetable oil"", ""1/2 tsp. grated lemon rind"", ""1/2 c. raisins"", ""2 1/2 c. flour"", ""2 c. sugar"", ""1/2 tsp. baking soda"", ""1/2 tsp. salt"", ""2 sticks butter (or 1 stick butter and 1 stick margarine)"", ""3 eggs"", ""1 tsp. vanilla"", ""1/2 tsp. each of lemon, coconut and almond extract"", ""1 c. sour cream""]","[""Beat 3 minutes at medium speed."", ""Bake in greased and floured 10-inch Bundt pan at 350\u00b0 for 60 minutes or until tests done.""]",www.cookbooks.com/Recipe-Details.aspx?id=528798,Gathered,"[""cooking oats"", ""buttermilk"", ""brown sugar"", ""egg"", ""flour"", ""baking powder"", ""baking soda"", ""salt"", ""cinnamon"", ""cloves"", ""mace"", ""vegetable oil"", ""lemon rind"", ""raisins"", ""flour"", ""sugar"", ""baking soda"", ""salt"", ""butter"", ""eggs"", ""vanilla"", ""lemon"", ""sour cream""]"
385478,Tea Cakes,"[""1 egg"", ""1 1/2 c. sugar"", ""1/2 c. buttermilk"", ""3 c. flour"", ""1 tsp. vanilla"", ""1 3/4 tsp. soda"", ""1/2 tsp. salt"", ""1/2 tsp. baking powder""]","[""Beat egg and add milk, sugar and vanilla."", ""Sift flour and add soda, salt and baking powder."", ""Then add a heaping cupful of lard; knead well."", ""Roll thin and cut."", ""Bake in a hot oven until brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=512694,Gathered,"[""egg"", ""sugar"", ""buttermilk"", ""flour"", ""vanilla"", ""soda"", ""salt"", ""baking powder""]"
387049,Danish Fruit Cake,"[""2 sticks butter"", ""1 3/4 c. sugar"", ""3 eggs"", ""3 c. flour"", ""2 c. nuts"", ""1 tsp. vanilla"", ""1 c. buttermilk"", ""1 1/2 tsp. soda"", ""1 tsp. salt"", ""3 Tbsp. orange juice"", ""1 lb. chopped dates"", ""1 large jar maraschino cherries"", ""1 Tbsp. orange rind, grated""]","[""Bake at 350\u00b0 for 50 minutes or until done."", ""Test by toothpick. Use a Bundt pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=948865,Gathered,"[""butter"", ""sugar"", ""eggs"", ""flour"", ""nuts"", ""vanilla"", ""buttermilk"", ""soda"", ""salt"", ""orange juice"", ""dates"", ""maraschino cherries"", ""orange rind""]"
390082,Corn Pone,"[""4 c. meal"", ""2/3 c. sugar"", ""1 Tbsp. salt"", ""4 c. boiling water"", ""1 c. flour"", ""1 tsp. soda"", ""1 Tbsp. melted butter"", ""1 c. buttermilk"", ""1 egg, beaten""]","[""Put meal, sugar and salt in bowl."", ""Add boiling water."", ""Stir until smooth."", ""Let set overnight."", ""Add flour, egg, baking powder, soda and buttermilk."", ""Bake in greased iron skillet 15 minutes at 450\u00b0."", ""Reduce heat to 350\u00b0 and bake 45 minutes longer.""]",www.cookbooks.com/Recipe-Details.aspx?id=1083473,Gathered,"[""meal"", ""sugar"", ""salt"", ""boiling water"", ""flour"", ""soda"", ""butter"", ""buttermilk"", ""egg""]"
